city,year,weekofyear,total_cases
sj,2008,18,6
sj,2008,19,6
sj,2008,20,21
sj,2008,21,55
sj,2008,22,23
sj,2008,23,22
sj,2008,24,22
sj,2008,25,32
sj,2008,26,11
sj,2008,27,48
sj,2008,28,19
sj,2008,29,28
sj,2008,30,45
sj,2008,31,7
sj,2008,32,19
sj,2008,33,56
sj,2008,34,29
sj,2008,35,65
sj,2008,36,100
sj,2008,37,71
sj,2008,38,59
sj,2008,39,53
sj,2008,40,39
sj,2008,41,52
sj,2008,42,34
sj,2008,43,24
sj,2008,44,39
sj,2008,45,27
sj,2008,46,30
sj,2008,47,20
sj,2008,48,27
sj,2008,49,9
sj,2008,50,24
sj,2008,51,47
sj,2008,52,16
sj,2009,1,30
sj,2009,2,6
sj,2009,3,37
sj,2009,4,18
sj,2009,5,31
sj,2009,6,12
sj,2009,7,19
sj,2009,8,15
sj,2009,9,11
sj,2009,10,11
sj,2009,11,7
sj,2009,12,9
sj,2009,13,7
sj,2009,14,12
sj,2009,15,11
sj,2009,16,7
sj,2009,17,8
sj,2009,18,28
sj,2009,19,28
sj,2009,20,26
sj,2009,21,16
sj,2009,22,26
sj,2009,23,16
sj,2009,24,15
sj,2009,25,28
sj,2009,26,34
sj,2009,27,53
sj,2009,28,45
sj,2009,29,55
sj,2009,30,33
sj,2009,31,42
sj,2009,32,50
sj,2009,33,21
sj,2009,34,33
sj,2009,35,62
sj,2009,36,36
sj,2009,37,50
sj,2009,38,36
sj,2009,39,38
sj,2009,40,58
sj,2009,41,50
sj,2009,42,93
sj,2009,43,44
sj,2009,44,30
sj,2009,45,46
sj,2009,46,8
sj,2009,47,22
sj,2009,48,22
sj,2009,49,39
sj,2009,50,28
sj,2009,51,43
sj,2009,52,14
sj,2010,53,4
sj,2010,1,15
sj,2010,2,8
sj,2010,3,34
sj,2010,4,27
sj,2010,5,19
sj,2010,6,8
sj,2010,7,19
sj,2010,8,4
sj,2010,9,41
sj,2010,10,25
sj,2010,11,10
sj,2010,12,15
sj,2010,13,33
sj,2010,14,2
sj,2010,15,13
sj,2010,16,26
sj,2010,17,23
sj,2010,18,22
sj,2010,19,17
sj,2010,20,36
sj,2010,21,65
sj,2010,22,116
sj,2010,23,53
sj,2010,24,84
sj,2010,25,85
sj,2010,26,32
sj,2010,27,23
sj,2010,28,78
sj,2010,29,68
sj,2010,30,30
sj,2010,31,23
sj,2010,32,89
sj,2010,33,29
sj,2010,34,98
sj,2010,35,132
sj,2010,36,89
sj,2010,37,40
sj,2010,38,67
sj,2010,39,46
sj,2010,40,67
sj,2010,41,67
sj,2010,42,48
sj,2010,43,39
sj,2010,44,42
sj,2010,45,41
sj,2010,46,12
sj,2010,47,16
sj,2010,48,17
sj,2010,49,14
sj,2010,50,6
sj,2010,51,7
sj,2011,52,7
sj,2011,1,22
sj,2011,2,20
sj,2011,3,24
sj,2011,4,16
sj,2011,5,9
sj,2011,6,14
sj,2011,7,14
sj,2011,8,15
sj,2011,9,7
sj,2011,10,6
sj,2011,11,7
sj,2011,12,13
sj,2011,13,13
sj,2011,14,17
sj,2011,15,15
sj,2011,16,16
sj,2011,17,7
sj,2011,18,21
sj,2011,19,8
sj,2011,20,22
sj,2011,21,33
sj,2011,22,39
sj,2011,23,26
sj,2011,24,95
sj,2011,25,46
sj,2011,26,65
sj,2011,27,38
sj,2011,28,117
sj,2011,29,29
sj,2011,30,41
sj,2011,31,60
sj,2011,32,91
sj,2011,33,28
sj,2011,34,122
sj,2011,35,45
sj,2011,36,22
sj,2011,37,70
sj,2011,38,50
sj,2011,39,67
sj,2011,40,86
sj,2011,41,38
sj,2011,42,19
sj,2011,43,20
sj,2011,44,22
sj,2011,45,14
sj,2011,46,22
sj,2011,47,44
sj,2011,48,36
sj,2011,49,20
sj,2011,50,36
sj,2011,51,14
sj,2012,52,12
sj,2012,1,45
sj,2012,2,21
sj,2012,3,15
sj,2012,4,27
sj,2012,5,14
sj,2012,6,15
sj,2012,7,9
sj,2012,8,17
sj,2012,9,8
sj,2012,10,11
sj,2012,11,22
sj,2012,12,7
sj,2012,13,35
sj,2012,14,11
sj,2012,15,13
sj,2012,16,9
sj,2012,17,8
sj,2012,18,28
sj,2012,19,37
sj,2012,20,24
sj,2012,21,15
sj,2012,22,25
sj,2012,23,25
sj,2012,24,44
sj,2012,25,41
sj,2012,26,25
sj,2012,27,39
sj,2012,28,26
sj,2012,29,30
sj,2012,30,25
sj,2012,31,32
sj,2012,32,74
sj,2012,33,34
sj,2012,34,39
sj,2012,35,33
sj,2012,36,43
sj,2012,37,76
sj,2012,38,49
sj,2012,39,62
sj,2012,40,32
sj,2012,41,71
sj,2012,42,48
sj,2012,43,18
sj,2012,44,58
sj,2012,45,24
sj,2012,46,28
sj,2012,47,36
sj,2012,48,19
sj,2012,49,39
sj,2012,50,17
sj,2012,51,13
sj,2013,1,17
sj,2013,2,32
sj,2013,3,11
sj,2013,4,17
sj,2013,5,24
sj,2013,6,20
sj,2013,7,11
sj,2013,8,6
sj,2013,9,5
sj,2013,10,13
sj,2013,11,12
sj,2013,12,6
sj,2013,13,2
sj,2013,14,0
sj,2013,15,22
sj,2013,16,10
sj,2013,17,24
iq,2010,26,4
iq,2010,27,3
iq,2010,28,6
iq,2010,29,1
iq,2010,30,2
iq,2010,31,4
iq,2010,32,3
iq,2010,33,3
iq,2010,34,2
iq,2010,35,9
iq,2010,36,4
iq,2010,37,6
iq,2010,38,4
iq,2010,39,2
iq,2010,40,4
iq,2010,41,4
iq,2010,42,9
iq,2010,43,6
iq,2010,44,4
iq,2010,45,4
iq,2010,46,6
iq,2010,47,5
iq,2010,48,7
iq,2010,49,7
iq,2010,50,4
iq,2010,51,7
iq,2011,52,4
iq,2011,1,3
iq,2011,2,6
iq,2011,3,3
iq,2011,4,2
iq,2011,5,4
iq,2011,6,6
iq,2011,7,6
iq,2011,8,9
iq,2011,9,6
iq,2011,10,5
iq,2011,11,6
iq,2011,12,5
iq,2011,13,8
