city,year,weekofyear,total_cases
sj,2008,18,14
sj,2008,19,12
sj,2008,20,13
sj,2008,21,12
sj,2008,22,9
sj,2008,23,9
sj,2008,24,13
sj,2008,25,62
sj,2008,26,12
sj,2008,27,14
sj,2008,28,34
sj,2008,29,24
sj,2008,30,15
sj,2008,31,10
sj,2008,32,22
sj,2008,33,22
sj,2008,34,11
sj,2008,35,14
sj,2008,36,16
sj,2008,37,36
sj,2008,38,23
sj,2008,39,17
sj,2008,40,30
sj,2008,41,28
sj,2008,42,30
sj,2008,43,13
sj,2008,44,12
sj,2008,45,18
sj,2008,46,157
sj,2008,47,24
sj,2008,48,33
sj,2008,49,36
sj,2008,50,23
sj,2008,51,15
sj,2008,52,15
sj,2009,1,15
sj,2009,2,10
sj,2009,3,22
sj,2009,4,28
sj,2009,5,16
sj,2009,6,23
sj,2009,7,12
sj,2009,8,11
sj,2009,9,13
sj,2009,10,14
sj,2009,11,11
sj,2009,12,12
sj,2009,13,8
sj,2009,14,28
sj,2009,15,11
sj,2009,16,8
sj,2009,17,8
sj,2009,18,11
sj,2009,19,19
sj,2009,20,16
sj,2009,21,15
sj,2009,22,12
sj,2009,23,9
sj,2009,24,11
sj,2009,25,17
sj,2009,26,11
sj,2009,27,43
sj,2009,28,62
sj,2009,29,22
sj,2009,30,12
sj,2009,31,19
sj,2009,32,18
sj,2009,33,45
sj,2009,34,31
sj,2009,35,65
sj,2009,36,74
sj,2009,37,11
sj,2009,38,108
sj,2009,39,53
sj,2009,40,58
sj,2009,41,29
sj,2009,42,12
sj,2009,43,10
sj,2009,44,104
sj,2009,45,10
sj,2009,46,9
sj,2009,47,41
sj,2009,48,11
sj,2009,49,17
sj,2009,50,15
sj,2009,51,17
sj,2009,52,36
sj,2010,53,11
sj,2010,1,15
sj,2010,2,18
sj,2010,3,116
sj,2010,4,14
sj,2010,5,31
sj,2010,6,19
sj,2010,7,29
sj,2010,8,12
sj,2010,9,16
sj,2010,10,14
sj,2010,11,12
sj,2010,12,12
sj,2010,13,11
sj,2010,14,11
sj,2010,15,15
sj,2010,16,11
sj,2010,17,11
sj,2010,18,9
sj,2010,19,10
sj,2010,20,29
sj,2010,21,27
sj,2010,22,12
sj,2010,23,19
sj,2010,24,26
sj,2010,25,11
sj,2010,26,24
sj,2010,27,11
sj,2010,28,11
sj,2010,29,11
sj,2010,30,11
sj,2010,31,13
sj,2010,32,20
sj,2010,33,42
sj,2010,34,41
sj,2010,35,42
sj,2010,36,15
sj,2010,37,25
sj,2010,38,70
sj,2010,39,11
sj,2010,40,11
sj,2010,41,15
sj,2010,42,26
sj,2010,43,22
sj,2010,44,20
sj,2010,45,17
sj,2010,46,13
sj,2010,47,12
sj,2010,48,13
sj,2010,49,13
sj,2010,50,7
sj,2010,51,11
sj,2011,52,13
sj,2011,1,19
sj,2011,2,29
sj,2011,3,15
sj,2011,4,18
sj,2011,5,23
sj,2011,6,25
sj,2011,7,11
sj,2011,8,21
sj,2011,9,15
sj,2011,10,11
sj,2011,11,11
sj,2011,12,26
sj,2011,13,16
sj,2011,14,22
sj,2011,15,27
sj,2011,16,20
sj,2011,17,7
sj,2011,18,18
sj,2011,19,12
sj,2011,20,11
sj,2011,21,46
sj,2011,22,13
sj,2011,23,22
sj,2011,24,69
sj,2011,25,20
sj,2011,26,11
sj,2011,27,19
sj,2011,28,22
sj,2011,29,41
sj,2011,30,23
sj,2011,31,54
sj,2011,32,12
sj,2011,33,15
sj,2011,34,14
sj,2011,35,12
sj,2011,36,34
sj,2011,37,11
sj,2011,38,11
sj,2011,39,33
sj,2011,40,13
sj,2011,41,11
sj,2011,42,23
sj,2011,43,27
sj,2011,44,14
sj,2011,45,18
sj,2011,46,16
sj,2011,47,11
sj,2011,48,13
sj,2011,49,16
sj,2011,50,15
sj,2011,51,13
sj,2012,52,13
sj,2012,1,28
sj,2012,2,20
sj,2012,3,12
sj,2012,4,16
sj,2012,5,12
sj,2012,6,14
sj,2012,7,11
sj,2012,8,13
sj,2012,9,11
sj,2012,10,12
sj,2012,11,11
sj,2012,12,11
sj,2012,13,16
sj,2012,14,25
sj,2012,15,11
sj,2012,16,16
sj,2012,17,11
sj,2012,18,11
sj,2012,19,16
sj,2012,20,29
sj,2012,21,15
sj,2012,22,8
sj,2012,23,11
sj,2012,24,10
sj,2012,25,24
sj,2012,26,24
sj,2012,27,24
sj,2012,28,13
sj,2012,29,10
sj,2012,30,35
