city,year,weekofyear,total_cases
sj,2008,18,31
sj,2008,19,20
sj,2008,20,17
sj,2008,21,13
sj,2008,22,16
sj,2008,23,19
sj,2008,24,26
sj,2008,25,21
sj,2008,26,30
sj,2008,27,40
sj,2008,28,47
sj,2008,29,34
sj,2008,30,43
sj,2008,31,42
sj,2008,32,45
sj,2008,33,51
sj,2008,34,58
sj,2008,35,57
sj,2008,36,56
sj,2008,37,62
sj,2008,38,45
sj,2008,39,41
sj,2008,40,42
sj,2008,41,39
sj,2008,42,34
sj,2008,43,29
sj,2008,44,31
sj,2008,45,30
sj,2008,46,32
sj,2008,47,27
sj,2008,48,31
sj,2008,49,29
sj,2008,50,19
sj,2008,51,25
sj,2008,52,27
sj,2009,1,18
sj,2009,2,32
sj,2009,3,17
sj,2009,4,23
sj,2009,5,21
sj,2009,6,22
sj,2009,7,17
sj,2009,8,20
sj,2009,9,20
sj,2009,10,18
sj,2009,11,24
sj,2009,12,30
sj,2009,13,17
sj,2009,14,16
sj,2009,15,18
sj,2009,16,15
sj,2009,17,17
sj,2009,18,20
sj,2009,19,24
sj,2009,20,21
sj,2009,21,33
sj,2009,22,29
sj,2009,23,37
sj,2009,24,30
sj,2009,25,32
sj,2009,26,38
sj,2009,27,30
sj,2009,28,40
sj,2009,29,40
sj,2009,30,51
sj,2009,31,56
sj,2009,32,53
sj,2009,33,55
sj,2009,34,50
sj,2009,35,48
sj,2009,36,61
sj,2009,37,59
sj,2009,38,46
sj,2009,39,42
sj,2009,40,39
sj,2009,41,53
sj,2009,42,62
sj,2009,43,63
sj,2009,44,53
sj,2009,45,39
sj,2009,46,39
sj,2009,47,33
sj,2009,48,32
sj,2009,49,31
sj,2009,50,29
sj,2009,51,35
sj,2009,52,29
sj,2010,53,18
sj,2010,1,16
sj,2010,2,21
sj,2010,3,17
sj,2010,4,19
sj,2010,5,26
sj,2010,6,17
sj,2010,7,12
sj,2010,8,16
sj,2010,9,21
sj,2010,10,27
sj,2010,11,21
sj,2010,12,21
sj,2010,13,24
sj,2010,14,28
sj,2010,15,26
sj,2010,16,20
sj,2010,17,30
sj,2010,18,43
sj,2010,19,34
sj,2010,20,32
sj,2010,21,39
sj,2010,22,39
sj,2010,23,60
sj,2010,24,49
sj,2010,25,53
sj,2010,26,49
sj,2010,27,50
sj,2010,28,69
sj,2010,29,67
sj,2010,30,54
sj,2010,31,49
sj,2010,32,59
sj,2010,33,59
sj,2010,34,51
sj,2010,35,61
sj,2010,36,52
sj,2010,37,66
sj,2010,38,56
sj,2010,39,45
sj,2010,40,43
sj,2010,41,50
