city,year,weekofyear,total_cases
sj,2008,18,9
sj,2008,19,8
sj,2008,20,39
sj,2008,21,11
sj,2008,22,11
sj,2008,23,12
sj,2008,24,29
sj,2008,25,32
sj,2008,26,18
sj,2008,27,40
sj,2008,28,26
sj,2008,29,20
sj,2008,30,25
sj,2008,31,6
sj,2008,32,34
sj,2008,33,34
sj,2008,34,16
sj,2008,35,47
sj,2008,36,102
sj,2008,37,48
sj,2008,38,66
sj,2008,39,49
sj,2008,40,33
sj,2008,41,27
sj,2008,42,23
sj,2008,43,18
sj,2008,44,23
sj,2008,45,18
sj,2008,46,31
sj,2008,47,22
sj,2008,48,29
sj,2008,49,17
sj,2008,50,28
sj,2008,51,35
sj,2008,52,5
sj,2009,1,31
sj,2009,2,0
sj,2009,3,35
sj,2009,4,7
sj,2009,5,31
sj,2009,6,11
sj,2009,7,26
sj,2009,8,21
sj,2009,9,18
sj,2009,10,11
sj,2009,11,13
sj,2009,12,10
sj,2009,13,4
sj,2009,14,17
sj,2009,15,8
sj,2009,16,9
sj,2009,17,11
sj,2009,18,33
sj,2009,19,9
sj,2009,20,19
sj,2009,21,18
sj,2009,22,19
sj,2009,23,15
sj,2009,24,22
sj,2009,25,19
sj,2009,26,40
sj,2009,27,75
sj,2009,28,37
sj,2009,29,63
sj,2009,30,66
sj,2009,31,36
sj,2009,32,71
sj,2009,33,28
sj,2009,34,17
sj,2009,35,60
sj,2009,36,65
sj,2009,37,33
sj,2009,38,33
sj,2009,39,25
sj,2009,40,65
sj,2009,41,61
sj,2009,42,54
sj,2009,43,20
sj,2009,44,27
sj,2009,45,12
sj,2009,46,23
sj,2009,47,30
sj,2009,48,19
sj,2009,49,24
sj,2009,50,25
sj,2009,51,29
sj,2009,52,3
sj,2010,53,38
sj,2010,1,22
sj,2010,2,11
sj,2010,3,59
sj,2010,4,12
sj,2010,5,28
sj,2010,6,25
sj,2010,7,36
sj,2010,8,11
sj,2010,9,44
sj,2010,10,19
sj,2010,11,2
sj,2010,12,19
sj,2010,13,26
sj,2010,14,9
sj,2010,15,11
sj,2010,16,22
sj,2010,17,22
sj,2010,18,16
sj,2010,19,15
sj,2010,20,30
sj,2010,21,41
sj,2010,22,87
sj,2010,23,69
sj,2010,24,25
sj,2010,25,94
sj,2010,26,71
sj,2010,27,45
sj,2010,28,102
sj,2010,29,51
sj,2010,30,32
sj,2010,31,30
sj,2010,32,83
sj,2010,33,64
sj,2010,34,63
sj,2010,35,101
sj,2010,36,82
sj,2010,37,69
sj,2010,38,33
sj,2010,39,28
sj,2010,40,38
sj,2010,41,78
sj,2010,42,34
sj,2010,43,28
sj,2010,44,27
sj,2010,45,34
sj,2010,46,12
sj,2010,47,20
sj,2010,48,17
sj,2010,49,12
sj,2010,50,15
sj,2010,51,14
sj,2011,52,12
sj,2011,1,27
sj,2011,2,17
sj,2011,3,19
sj,2011,4,19
sj,2011,5,16
sj,2011,6,17
sj,2011,7,11
sj,2011,8,10
sj,2011,9,18
sj,2011,10,5
sj,2011,11,9
sj,2011,12,13
sj,2011,13,10
sj,2011,14,28
sj,2011,15,14
sj,2011,16,29
sj,2011,17,6
