city,year,weekofyear,total_cases
sj,2008,18,37
sj,2008,19,30
sj,2008,20,37
sj,2008,21,108
sj,2008,22,37
sj,2008,23,31
sj,2008,24,32
sj,2008,25,60
sj,2008,26,54
sj,2008,27,71
sj,2008,28,44
sj,2008,29,81
sj,2008,30,63
sj,2008,31,58
sj,2008,32,79
sj,2008,33,81
sj,2008,34,65
sj,2008,35,80
sj,2008,36,116
sj,2008,37,87
sj,2008,38,88
sj,2008,39,69
sj,2008,40,58
sj,2008,41,84
sj,2008,42,81
sj,2008,43,47
sj,2008,44,54
sj,2008,45,54
sj,2008,46,67
sj,2008,47,70
sj,2008,48,56
sj,2008,49,48
sj,2008,50,33
sj,2008,51,39
sj,2008,52,48
sj,2009,1,62
sj,2009,2,35
sj,2009,3,48
sj,2009,4,55
sj,2009,5,63
sj,2009,6,52
sj,2009,7,43
sj,2009,8,37
sj,2009,9,47
sj,2009,10,37
sj,2009,11,37
sj,2009,12,35
sj,2009,13,33
sj,2009,14,47
sj,2009,15,35
sj,2009,16,38
sj,2009,17,35
sj,2009,18,40
sj,2009,19,36
sj,2009,20,34
sj,2009,21,47
sj,2009,22,44
sj,2009,23,38
sj,2009,24,38
sj,2009,25,40
sj,2009,26,38
sj,2009,27,54
sj,2009,28,65
sj,2009,29,76
sj,2009,30,58
sj,2009,31,67
sj,2009,32,46
sj,2009,33,57
sj,2009,34,68
sj,2009,35,82
sj,2009,36,68
sj,2009,37,83
sj,2009,38,70
sj,2009,39,54
sj,2009,40,92
sj,2009,41,98
sj,2009,42,99
sj,2009,43,74
sj,2009,44,65
sj,2009,45,71
sj,2009,46,59
sj,2009,47,65
sj,2009,48,48
sj,2009,49,71
sj,2009,50,61
sj,2009,51,70
sj,2009,52,47
sj,2010,53,68
sj,2010,1,64
sj,2010,2,65
sj,2010,3,69
sj,2010,4,59
sj,2010,5,53
sj,2010,6,47
sj,2010,7,56
sj,2010,8,33
sj,2010,9,40
sj,2010,10,34
sj,2010,11,34
sj,2010,12,37
sj,2010,13,37
sj,2010,14,34
sj,2010,15,34
sj,2010,16,39
sj,2010,17,35
sj,2010,18,41
sj,2010,19,35
sj,2010,20,50
sj,2010,21,54
sj,2010,22,68
sj,2010,23,68
sj,2010,24,48
sj,2010,25,69
sj,2010,26,78
sj,2010,27,70
sj,2010,28,96
sj,2010,29,72
sj,2010,30,89
sj,2010,31,66
sj,2010,32,114
sj,2010,33,83
sj,2010,34,89
sj,2010,35,120
sj,2010,36,104
sj,2010,37,79
sj,2010,38,79
sj,2010,39,72
sj,2010,40,86
sj,2010,41,98
sj,2010,42,56
sj,2010,43,67
sj,2010,44,65
sj,2010,45,74
sj,2010,46,49
sj,2010,47,43
sj,2010,48,52
sj,2010,49,47
sj,2010,50,46
sj,2010,51,44
sj,2011,52,54
sj,2011,1,60
sj,2011,2,50
sj,2011,3,41
sj,2011,4,35
sj,2011,5,65
sj,2011,6,38
sj,2011,7,36
sj,2011,8,45
sj,2011,9,35
sj,2011,10,30
sj,2011,11,37
sj,2011,12,38
sj,2011,13,36
sj,2011,14,43
sj,2011,15,40
sj,2011,16,43
sj,2011,17,32
sj,2011,18,38
sj,2011,19,34
sj,2011,20,39
sj,2011,21,42
sj,2011,22,31
sj,2011,23,27
sj,2011,24,68
sj,2011,25,67
sj,2011,26,113
sj,2011,27,52
sj,2011,28,64
sj,2011,29,58
sj,2011,30,86
sj,2011,31,80
sj,2011,32,77
sj,2011,33,82
sj,2011,34,114
sj,2011,35,72
sj,2011,36,57
sj,2011,37,93
sj,2011,38,57
sj,2011,39,64
sj,2011,40,79
sj,2011,41,64
sj,2011,42,57
sj,2011,43,55
sj,2011,44,59
sj,2011,45,72
sj,2011,46,55
sj,2011,47,54
sj,2011,48,53
sj,2011,49,48
sj,2011,50,68
sj,2011,51,49
sj,2012,52,54
sj,2012,1,37
sj,2012,2,44
sj,2012,3,52
sj,2012,4,67
sj,2012,5,46
sj,2012,6,40
sj,2012,7,53
sj,2012,8,40
sj,2012,9,38
sj,2012,10,41
sj,2012,11,35
sj,2012,12,31
sj,2012,13,52
sj,2012,14,39
sj,2012,15,40
sj,2012,16,46
sj,2012,17,35
sj,2012,18,31
sj,2012,19,49
sj,2012,20,37
sj,2012,21,46
sj,2012,22,38
sj,2012,23,39
sj,2012,24,42
sj,2012,25,43
sj,2012,26,58
sj,2012,27,51
sj,2012,28,67
sj,2012,29,55
sj,2012,30,87
sj,2012,31,66
sj,2012,32,77
sj,2012,33,86
sj,2012,34,91
sj,2012,35,75
sj,2012,36,47
sj,2012,37,82
sj,2012,38,80
sj,2012,39,68
sj,2012,40,57
sj,2012,41,74
sj,2012,42,74
sj,2012,43,54
sj,2012,44,72
sj,2012,45,57
sj,2012,46,53
sj,2012,47,66
sj,2012,48,49
sj,2012,49,52
sj,2012,50,48
sj,2012,51,40
sj,2013,1,44
sj,2013,2,48
sj,2013,3,50
sj,2013,4,44
sj,2013,5,65
sj,2013,6,52
sj,2013,7,40
sj,2013,8,65
sj,2013,9,44
sj,2013,10,59
sj,2013,11,36
sj,2013,12,35
sj,2013,13,36
sj,2013,14,37
sj,2013,15,34
sj,2013,16,44
sj,2013,17,36
iq,2010,26,2
iq,2010,27,3
iq,2010,28,5
iq,2010,29,2
iq,2010,30,2
iq,2010,31,2
iq,2010,32,3
iq,2010,33,2
iq,2010,34,2
iq,2010,35,3
iq,2010,36,3
iq,2010,37,2
iq,2010,38,3
iq,2010,39,2
iq,2010,40,3
iq,2010,41,4
iq,2010,42,5
iq,2010,43,5
iq,2010,44,5
iq,2010,45,6
iq,2010,46,5
iq,2010,47,5
iq,2010,48,5
iq,2010,49,6
iq,2010,50,7
iq,2010,51,3
iq,2011,52,2
iq,2011,1,4
iq,2011,2,2
iq,2011,3,2
iq,2011,4,2
iq,2011,5,2
iq,2011,6,4
iq,2011,7,4
iq,2011,8,5
iq,2011,9,5
iq,2011,10,6
iq,2011,11,6
iq,2011,12,4
iq,2011,13,5
iq,2011,14,6
iq,2011,15,5
iq,2011,16,5
iq,2011,17,5
iq,2011,18,5
iq,2011,19,2
iq,2011,20,3
iq,2011,21,2
iq,2011,22,2
iq,2011,23,3
iq,2011,24,5
iq,2011,25,3
iq,2011,26,2
iq,2011,27,2
iq,2011,28,2
iq,2011,29,2
iq,2011,30,2
iq,2011,31,3
iq,2011,32,3
iq,2011,33,2
iq,2011,34,2
iq,2011,35,2
iq,2011,36,2
iq,2011,37,2
iq,2011,38,2
iq,2011,39,3
iq,2011,40,3
iq,2011,41,5
iq,2011,42,5
iq,2011,43,5
iq,2011,44,3
iq,2011,45,5
iq,2011,46,4
iq,2011,47,5
iq,2011,48,5
iq,2011,49,5
iq,2011,50,5
iq,2011,51,6
iq,2012,52,5
iq,2012,1,5
iq,2012,2,6
iq,2012,3,2
iq,2012,4,3
iq,2012,5,6
iq,2012,6,6
iq,2012,7,2
iq,2012,8,2
iq,2012,9,2
iq,2012,10,4
iq,2012,11,2
iq,2012,12,3
iq,2012,13,6
iq,2012,14,2
iq,2012,15,5
iq,2012,16,6
iq,2012,17,5
iq,2012,18,6
iq,2012,19,3
iq,2012,20,5
iq,2012,21,2
iq,2012,22,2
iq,2012,23,3
iq,2012,24,3
iq,2012,25,3
iq,2012,26,2
iq,2012,27,3
iq,2012,28,2
iq,2012,29,2
iq,2012,30,2
iq,2012,31,2
iq,2012,32,2
iq,2012,33,2
iq,2012,34,3
iq,2012,35,3
iq,2012,36,3
iq,2012,37,2
iq,2012,38,2
iq,2012,39,4
iq,2012,40,3
iq,2012,41,4
iq,2012,42,3
iq,2012,43,5
iq,2012,44,6
iq,2012,45,5
iq,2012,46,5
iq,2012,47,5
iq,2012,48,4
iq,2012,49,6
iq,2012,50,10
iq,2012,51,5
iq,2013,1,6
iq,2013,2,2
iq,2013,3,3
iq,2013,4,7
iq,2013,5,2
iq,2013,6,6
iq,2013,7,5
iq,2013,8,5
iq,2013,9,6
iq,2013,10,8
iq,2013,11,7
iq,2013,12,5
iq,2013,13,6
iq,2013,14,6
iq,2013,15,5
iq,2013,16,5
iq,2013,17,5
iq,2013,18,2
iq,2013,19,5
iq,2013,20,5
iq,2013,21,2
iq,2013,22,3
iq,2013,23,3
iq,2013,24,2
iq,2013,25,2
iq,2013,26,3
