city,year,weekofyear,total_cases
sj,2008,18,38
sj,2008,19,26
sj,2008,20,24
sj,2008,21,33
sj,2008,22,30
sj,2008,23,30
sj,2008,24,33
sj,2008,25,33
sj,2008,26,43
sj,2008,27,44
sj,2008,28,43
sj,2008,29,36
sj,2008,30,43
sj,2008,31,46
sj,2008,32,45
sj,2008,33,52
sj,2008,34,56
sj,2008,35,55
sj,2008,36,59
sj,2008,37,73
sj,2008,38,60
sj,2008,39,52
sj,2008,40,43
sj,2008,41,53
sj,2008,42,42
sj,2008,43,38
sj,2008,44,36
sj,2008,45,34
sj,2008,46,42
sj,2008,47,37
sj,2008,48,33
sj,2008,49,27
sj,2008,50,19
sj,2008,51,20
sj,2008,52,23
sj,2009,1,19
sj,2009,2,33
sj,2009,3,19
sj,2009,4,22
sj,2009,5,22
sj,2009,6,24
sj,2009,7,20
sj,2009,8,19
sj,2009,9,18
sj,2009,10,18
sj,2009,11,20
sj,2009,12,20
sj,2009,13,17
sj,2009,14,18
sj,2009,15,18
sj,2009,16,19
sj,2009,17,22
sj,2009,18,23
sj,2009,19,24
sj,2009,20,22
sj,2009,21,27
sj,2009,22,26
sj,2009,23,41
sj,2009,24,35
sj,2009,25,35
sj,2009,26,40
sj,2009,27,40
sj,2009,28,51
sj,2009,29,48
sj,2009,30,53
sj,2009,31,54
sj,2009,32,54
sj,2009,33,50
sj,2009,34,49
sj,2009,35,52
sj,2009,36,62
sj,2009,37,54
sj,2009,38,52
sj,2009,39,52
sj,2009,40,47
sj,2009,41,59
sj,2009,42,62
sj,2009,43,64
sj,2009,44,55
sj,2009,45,47
sj,2009,46,39
sj,2009,47,37
sj,2009,48,42
sj,2009,49,42
sj,2009,50,31
sj,2009,51,32
sj,2009,52,29
sj,2010,53,28
sj,2010,1,39
sj,2010,2,26
sj,2010,3,23
sj,2010,4,23
sj,2010,5,25
sj,2010,6,18
sj,2010,7,22
sj,2010,8,25
sj,2010,9,26
sj,2010,10,37
sj,2010,11,26
sj,2010,12,26
sj,2010,13,37
sj,2010,14,31
sj,2010,15,26
sj,2010,16,22
sj,2010,17,30
sj,2010,18,46
sj,2010,19,45
sj,2010,20,33
sj,2010,21,41
sj,2010,22,45
sj,2010,23,65
sj,2010,24,62
sj,2010,25,53
sj,2010,26,48
sj,2010,27,50
sj,2010,28,62
sj,2010,29,68
