city,year,weekofyear,total_cases
sj,2008,18,27
sj,2008,19,25
sj,2008,20,19
sj,2008,21,38
sj,2008,22,21
sj,2008,23,88
sj,2008,24,31
sj,2008,25,31
sj,2008,26,28
sj,2008,27,28
sj,2008,28,28
sj,2008,29,32
sj,2008,30,17
sj,2008,31,75
sj,2008,32,29
sj,2008,33,28
sj,2008,34,50
sj,2008,35,46
sj,2008,36,96
sj,2008,37,52
sj,2008,38,34
sj,2008,39,60
sj,2008,40,59
sj,2008,41,68
sj,2008,42,42
sj,2008,43,35
sj,2008,44,40
sj,2008,45,59
sj,2008,46,43
sj,2008,47,56
sj,2008,48,27
sj,2008,49,20
sj,2008,50,14
sj,2008,51,26
sj,2008,52,18
sj,2009,1,17
sj,2009,2,13
sj,2009,3,15
sj,2009,4,16
sj,2009,5,17
sj,2009,6,27
sj,2009,7,18
sj,2009,8,14
sj,2009,9,15
sj,2009,10,15
sj,2009,11,15
sj,2009,12,13
sj,2009,13,18
sj,2009,14,15
sj,2009,15,15
sj,2009,16,15
sj,2009,17,18
sj,2009,18,23
sj,2009,19,17
sj,2009,20,36
sj,2009,21,33
sj,2009,22,39
sj,2009,23,26
sj,2009,24,18
sj,2009,25,26
sj,2009,26,57
sj,2009,27,49
sj,2009,28,56
sj,2009,29,74
sj,2009,30,38
sj,2009,31,30
sj,2009,32,35
sj,2009,33,40
sj,2009,34,64
sj,2009,35,43
sj,2009,36,49
sj,2009,37,18
sj,2009,38,21
sj,2009,39,53
sj,2009,40,25
sj,2009,41,91
sj,2009,42,69
sj,2009,43,77
sj,2009,44,65
sj,2009,45,52
sj,2009,46,22
sj,2009,47,54
sj,2009,48,19
sj,2009,49,25
sj,2009,50,26
sj,2009,51,31
sj,2009,52,32
sj,2010,53,14
sj,2010,1,25
sj,2010,2,16
sj,2010,3,31
sj,2010,4,15
sj,2010,5,40
sj,2010,6,20
sj,2010,7,7
sj,2010,8,11
sj,2010,9,17
sj,2010,10,22
sj,2010,11,28
sj,2010,12,50
sj,2010,13,59
sj,2010,14,23
sj,2010,15,9
sj,2010,16,9
sj,2010,17,14
sj,2010,18,47
sj,2010,19,40
sj,2010,20,34
sj,2010,21,28
sj,2010,22,74
sj,2010,23,53
sj,2010,24,65
sj,2010,25,40
sj,2010,26,49
sj,2010,27,87
sj,2010,28,105
sj,2010,29,36
sj,2010,30,53
sj,2010,31,44
sj,2010,32,159
sj,2010,33,67
sj,2010,34,185
sj,2010,35,101
sj,2010,36,129
sj,2010,37,163
sj,2010,38,64
sj,2010,39,52
sj,2010,40,38
sj,2010,41,114
sj,2010,42,51
sj,2010,43,22
sj,2010,44,29
sj,2010,45,49
sj,2010,46,35
sj,2010,47,22
sj,2010,48,6
sj,2010,49,15
sj,2010,50,24
sj,2010,51,24
sj,2011,52,17
