city,year,weekofyear,total_cases
sj,2008,18,24
sj,2008,19,4
sj,2008,20,15
sj,2008,21,10
sj,2008,22,51
sj,2008,23,18
sj,2008,24,16
sj,2008,25,27
sj,2008,26,20
sj,2008,27,41
sj,2008,28,22
sj,2008,29,46
sj,2008,30,24
sj,2008,31,18
sj,2008,32,10
sj,2008,33,49
sj,2008,34,22
sj,2008,35,30
sj,2008,36,95
sj,2008,37,71
sj,2008,38,52
sj,2008,39,57
sj,2008,40,71
sj,2008,41,28
sj,2008,42,21
sj,2008,43,21
sj,2008,44,26
sj,2008,45,39
sj,2008,46,25
sj,2008,47,32
sj,2008,48,28
sj,2008,49,31
sj,2008,50,19
sj,2008,51,12
sj,2008,52,19
sj,2009,1,19
sj,2009,2,15
sj,2009,3,14
sj,2009,4,11
sj,2009,5,21
sj,2009,6,19
sj,2009,7,14
sj,2009,8,27
sj,2009,9,15
sj,2009,10,15
sj,2009,11,14
sj,2009,12,13
sj,2009,13,5
sj,2009,14,14
sj,2009,15,19
sj,2009,16,17
sj,2009,17,9
sj,2009,18,11
sj,2009,19,13
sj,2009,20,14
sj,2009,21,25
sj,2009,22,19
sj,2009,23,17
sj,2009,24,11
sj,2009,25,14
sj,2009,26,20
sj,2009,27,35
sj,2009,28,36
sj,2009,29,29
sj,2009,30,23
sj,2009,31,45
sj,2009,32,32
sj,2009,33,40
sj,2009,34,39
sj,2009,35,33
sj,2009,36,88
sj,2009,37,29
sj,2009,38,25
sj,2009,39,30
sj,2009,40,66
sj,2009,41,79
sj,2009,42,57
sj,2009,43,46
sj,2009,44,30
sj,2009,45,24
sj,2009,46,12
sj,2009,47,20
sj,2009,48,20
sj,2009,49,22
sj,2009,50,58
sj,2009,51,34
sj,2009,52,35
sj,2010,53,21
sj,2010,1,20
sj,2010,2,12
sj,2010,3,26
sj,2010,4,34
sj,2010,5,17
sj,2010,6,17
sj,2010,7,11
sj,2010,8,24
sj,2010,9,21
sj,2010,10,24
sj,2010,11,14
sj,2010,12,18
sj,2010,13,27
sj,2010,14,20
sj,2010,15,10
sj,2010,16,16
sj,2010,17,17
sj,2010,18,6
sj,2010,19,19
sj,2010,20,31
sj,2010,21,54
sj,2010,22,74
sj,2010,23,88
sj,2010,24,47
sj,2010,25,102
sj,2010,26,68
sj,2010,27,74
sj,2010,28,61
sj,2010,29,56
sj,2010,30,48
sj,2010,31,82
sj,2010,32,73
sj,2010,33,85
sj,2010,34,74
sj,2010,35,105
sj,2010,36,114
sj,2010,37,76
sj,2010,38,48
sj,2010,39,27
sj,2010,40,38
sj,2010,41,68
sj,2010,42,37
sj,2010,43,30
sj,2010,44,50
sj,2010,45,32
sj,2010,46,42
sj,2010,47,10
sj,2010,48,9
sj,2010,49,18
sj,2010,50,12
sj,2010,51,-1
sj,2011,52,11
sj,2011,1,16
sj,2011,2,19
sj,2011,3,8
sj,2011,4,11
sj,2011,5,13
sj,2011,6,14
sj,2011,7,9
sj,2011,8,9
sj,2011,9,15
sj,2011,10,5
sj,2011,11,8
sj,2011,12,11
sj,2011,13,19
sj,2011,14,17
sj,2011,15,18
sj,2011,16,17
sj,2011,17,19
sj,2011,18,11
sj,2011,19,15
sj,2011,20,15
sj,2011,21,30
sj,2011,22,24
sj,2011,23,21
sj,2011,24,59
sj,2011,25,101
sj,2011,26,89
sj,2011,27,85
sj,2011,28,40
sj,2011,29,32
sj,2011,30,57
sj,2011,31,74
sj,2011,32,72
sj,2011,33,68
sj,2011,34,67
sj,2011,35,80
sj,2011,36,36
sj,2011,37,39
sj,2011,38,32
sj,2011,39,42
sj,2011,40,48
sj,2011,41,40
sj,2011,42,36
sj,2011,43,12
sj,2011,44,21
sj,2011,45,16
sj,2011,46,18
sj,2011,47,35
sj,2011,48,33
sj,2011,49,23
sj,2011,50,11
sj,2011,51,34
sj,2012,52,9
sj,2012,1,16
sj,2012,2,21
sj,2012,3,12
sj,2012,4,16
sj,2012,5,20
sj,2012,6,7
sj,2012,7,14
sj,2012,8,12
sj,2012,9,15
sj,2012,10,8
sj,2012,11,5
sj,2012,12,19
sj,2012,13,19
sj,2012,14,25
sj,2012,15,8
sj,2012,16,14
sj,2012,17,17
sj,2012,18,5
sj,2012,19,28
sj,2012,20,18
sj,2012,21,11
sj,2012,22,18
sj,2012,23,18
sj,2012,24,46
sj,2012,25,71
sj,2012,26,96
