city,year,weekofyear,total_cases
sj,2008,18,8
sj,2008,19,9
sj,2008,20,13
sj,2008,21,12
sj,2008,22,13
sj,2008,23,18
sj,2008,24,14
sj,2008,25,18
sj,2008,26,24
sj,2008,27,26
sj,2008,28,24
sj,2008,29,13
sj,2008,30,24
sj,2008,31,16
sj,2008,32,34
sj,2008,33,30
sj,2008,34,43
sj,2008,35,29
sj,2008,36,34
sj,2008,37,33
sj,2008,38,36
sj,2008,39,22
sj,2008,40,30
sj,2008,41,21
sj,2008,42,23
sj,2008,43,13
sj,2008,44,18
sj,2008,45,27
sj,2008,46,24
sj,2008,47,31
sj,2008,48,14
sj,2008,49,8
sj,2008,50,17
sj,2008,51,22
sj,2008,52,9
sj,2009,1,22
sj,2009,2,8
sj,2009,3,22
sj,2009,4,12
sj,2009,5,17
sj,2009,6,11
sj,2009,7,15
sj,2009,8,11
sj,2009,9,10
sj,2009,10,9
sj,2009,11,12
sj,2009,12,13
sj,2009,13,9
sj,2009,14,11
sj,2009,15,9
sj,2009,16,9
sj,2009,17,10
sj,2009,18,21
sj,2009,19,11
sj,2009,20,21
sj,2009,21,15
sj,2009,22,15
sj,2009,23,14
sj,2009,24,22
sj,2009,25,14
sj,2009,26,31
sj,2009,27,20
sj,2009,28,28
sj,2009,29,22
sj,2009,30,29
sj,2009,31,26
sj,2009,32,24
sj,2009,33,24
sj,2009,34,21
sj,2009,35,29
sj,2009,36,40
sj,2009,37,35
sj,2009,38,17
sj,2009,39,24
sj,2009,40,40
sj,2009,41,34
sj,2009,42,30
sj,2009,43,19
sj,2009,44,19
sj,2009,45,32
sj,2009,46,14
sj,2009,47,21
sj,2009,48,15
sj,2009,49,12
sj,2009,50,19
sj,2009,51,23
sj,2009,52,10
sj,2010,53,22
sj,2010,1,19
sj,2010,2,9
sj,2010,3,27
sj,2010,4,15
sj,2010,5,13
sj,2010,6,11
sj,2010,7,8
sj,2010,8,8
sj,2010,9,34
sj,2010,10,11
sj,2010,11,11
sj,2010,12,17
sj,2010,13,16
sj,2010,14,8
sj,2010,15,10
sj,2010,16,17
sj,2010,17,16
