city,year,weekofyear,total_cases
sj,2008,18,13
sj,2008,19,13
sj,2008,20,13
sj,2008,21,13
sj,2008,22,37
sj,2008,23,20
sj,2008,24,13
sj,2008,25,19
sj,2008,26,13
sj,2008,27,23
sj,2008,28,27
sj,2008,29,17
sj,2008,30,13
sj,2008,31,13
sj,2008,32,23
sj,2008,33,13
sj,2008,34,13
sj,2008,35,16
sj,2008,36,21
sj,2008,37,13
sj,2008,38,13
sj,2008,39,44
sj,2008,40,22
sj,2008,41,13
sj,2008,42,16
sj,2008,43,19
sj,2008,44,18
sj,2008,45,29
sj,2008,46,13
sj,2008,47,21
sj,2008,48,17
sj,2008,49,14
sj,2008,50,13
sj,2008,51,13
sj,2008,52,13
sj,2009,1,13
sj,2009,2,13
sj,2009,3,13
sj,2009,4,13
sj,2009,5,20
sj,2009,6,13
sj,2009,7,13
sj,2009,8,18
sj,2009,9,14
sj,2009,10,16
sj,2009,11,13
sj,2009,12,13
sj,2009,13,13
sj,2009,14,13
sj,2009,15,13
sj,2009,16,13
sj,2009,17,13
sj,2009,18,13
sj,2009,19,13
sj,2009,20,13
sj,2009,21,13
sj,2009,22,18
sj,2009,23,13
sj,2009,24,13
sj,2009,25,13
sj,2009,26,13
sj,2009,27,13
sj,2009,28,15
sj,2009,29,13
sj,2009,30,13
sj,2009,31,19
sj,2009,32,13
sj,2009,33,13
sj,2009,34,13
sj,2009,35,15
sj,2009,36,132
sj,2009,37,13
sj,2009,38,21
sj,2009,39,13
sj,2009,40,21
sj,2009,41,29
sj,2009,42,13
sj,2009,43,13
sj,2009,44,13
sj,2009,45,13
sj,2009,46,13
sj,2009,47,14
sj,2009,48,15
sj,2009,49,21
sj,2009,50,21
sj,2009,51,28
sj,2009,52,19
sj,2010,53,13
sj,2010,1,15
sj,2010,2,16
sj,2010,3,82
sj,2010,4,27
sj,2010,5,13
sj,2010,6,13
sj,2010,7,103
sj,2010,8,20
sj,2010,9,13
sj,2010,10,20
sj,2010,11,14
sj,2010,12,13
sj,2010,13,13
sj,2010,14,13
sj,2010,15,13
sj,2010,16,33
sj,2010,17,23
sj,2010,18,13
sj,2010,19,13
sj,2010,20,31
sj,2010,21,50
sj,2010,22,13
sj,2010,23,18
sj,2010,24,19
sj,2010,25,13
sj,2010,26,26
sj,2010,27,19
sj,2010,28,13
sj,2010,29,13
sj,2010,30,15
sj,2010,31,13
sj,2010,32,13
sj,2010,33,14
sj,2010,34,13
sj,2010,35,28
sj,2010,36,13
sj,2010,37,20
sj,2010,38,20
sj,2010,39,13
sj,2010,40,26
sj,2010,41,13
sj,2010,42,17
sj,2010,43,13
sj,2010,44,22
sj,2010,45,20
sj,2010,46,13
sj,2010,47,13
sj,2010,48,13
sj,2010,49,13
sj,2010,50,13
sj,2010,51,13
sj,2011,52,13
sj,2011,1,13
sj,2011,2,13
sj,2011,3,14
sj,2011,4,16
sj,2011,5,16
sj,2011,6,13
sj,2011,7,13
sj,2011,8,25
sj,2011,9,13
sj,2011,10,17
sj,2011,11,13
sj,2011,12,13
sj,2011,13,13
sj,2011,14,13
sj,2011,15,13
sj,2011,16,13
sj,2011,17,13
sj,2011,18,17
sj,2011,19,13
sj,2011,20,19
sj,2011,21,13
sj,2011,22,14
sj,2011,23,22
sj,2011,24,129
sj,2011,25,32
sj,2011,26,13
sj,2011,27,19
sj,2011,28,13
sj,2011,29,13
sj,2011,30,33
sj,2011,31,38
sj,2011,32,13
sj,2011,33,18
sj,2011,34,18
sj,2011,35,13
sj,2011,36,25
sj,2011,37,22
sj,2011,38,13
sj,2011,39,18
sj,2011,40,13
sj,2011,41,13
sj,2011,42,25
sj,2011,43,26
sj,2011,44,16
sj,2011,45,25
sj,2011,46,23
sj,2011,47,13
sj,2011,48,24
sj,2011,49,18
sj,2011,50,23
sj,2011,51,13
sj,2012,52,13
sj,2012,1,13
sj,2012,2,13
sj,2012,3,13
sj,2012,4,14
sj,2012,5,13
sj,2012,6,13
sj,2012,7,13
sj,2012,8,13
sj,2012,9,13
sj,2012,10,17
sj,2012,11,13
sj,2012,12,15
sj,2012,13,13
sj,2012,14,14
sj,2012,15,13
sj,2012,16,13
sj,2012,17,13
sj,2012,18,18
sj,2012,19,17
sj,2012,20,18
sj,2012,21,17
sj,2012,22,13
sj,2012,23,13
sj,2012,24,13
sj,2012,25,13
