city,year,weekofyear,total_cases
sj,2008,18,42
sj,2008,19,42
sj,2008,20,42
sj,2008,21,42
sj,2008,22,24
sj,2008,23,21
sj,2008,24,40
sj,2008,25,37
sj,2008,26,34
sj,2008,27,41
sj,2008,28,35
sj,2008,29,53
sj,2008,30,53
sj,2008,31,51
sj,2008,32,39
sj,2008,33,55
sj,2008,34,55
sj,2008,35,58
sj,2008,36,52
sj,2008,37,65
sj,2008,38,60
sj,2008,39,60
sj,2008,40,68
sj,2008,41,52
sj,2008,42,50
sj,2008,43,38
sj,2008,44,50
sj,2008,45,45
sj,2008,46,35
sj,2008,47,32
sj,2008,48,37
sj,2008,49,40
sj,2008,50,35
sj,2008,51,29
sj,2008,52,25
sj,2009,1,13
sj,2009,2,16
sj,2009,3,22
sj,2009,4,13
sj,2009,5,32
sj,2009,6,13
sj,2009,7,20
sj,2009,8,20
sj,2009,9,23
sj,2009,10,17
sj,2009,11,15
sj,2009,12,12
sj,2009,13,13
sj,2009,14,16
sj,2009,15,13
sj,2009,16,11
sj,2009,17,13
sj,2009,18,11
sj,2009,19,16
sj,2009,20,22
sj,2009,21,24
sj,2009,22,25
sj,2009,23,20
sj,2009,24,26
sj,2009,25,23
sj,2009,26,40
sj,2009,27,39
sj,2009,28,40
sj,2009,29,44
sj,2009,30,50
sj,2009,31,73
sj,2009,32,61
sj,2009,33,67
sj,2009,34,68
sj,2009,35,68
sj,2009,36,65
sj,2009,37,57
sj,2009,38,59
sj,2009,39,70
sj,2009,40,69
sj,2009,41,55
sj,2009,42,63
sj,2009,43,53
sj,2009,44,68
sj,2009,45,76
sj,2009,46,73
sj,2009,47,61
sj,2009,48,58
sj,2009,49,44
sj,2009,50,36
sj,2009,51,39
sj,2009,52,36
sj,2010,53,29
sj,2010,1,32
sj,2010,2,28
sj,2010,3,26
sj,2010,4,36
sj,2010,5,25
sj,2010,6,19
sj,2010,7,18
sj,2010,8,21
sj,2010,9,13
sj,2010,10,20
sj,2010,11,23
sj,2010,12,26
sj,2010,13,37
sj,2010,14,20
sj,2010,15,22
sj,2010,16,42
sj,2010,17,34
sj,2010,18,22
sj,2010,19,20
sj,2010,20,25
sj,2010,21,42
sj,2010,22,52
sj,2010,23,31
sj,2010,24,43
sj,2010,25,47
sj,2010,26,54
sj,2010,27,63
sj,2010,28,57
sj,2010,29,40
sj,2010,30,40
sj,2010,31,62
sj,2010,32,68
sj,2010,33,45
sj,2010,34,39
sj,2010,35,60
sj,2010,36,72
sj,2010,37,55
sj,2010,38,67
sj,2010,39,62
sj,2010,40,64
sj,2010,41,53
sj,2010,42,55
sj,2010,43,44
sj,2010,44,47
sj,2010,45,49
sj,2010,46,46
sj,2010,47,42
sj,2010,48,41
sj,2010,49,38
sj,2010,50,23
sj,2010,51,20
sj,2011,52,16
sj,2011,1,9
sj,2011,2,22
sj,2011,3,15
sj,2011,4,16
sj,2011,5,10
sj,2011,6,16
sj,2011,7,18
sj,2011,8,17
sj,2011,9,15
sj,2011,10,18
sj,2011,11,21
sj,2011,12,16
sj,2011,13,10
sj,2011,14,13
sj,2011,15,10
sj,2011,16,13
sj,2011,17,19
sj,2011,18,29
sj,2011,19,19
sj,2011,20,19
sj,2011,21,22
sj,2011,22,23
sj,2011,23,19
sj,2011,24,29
sj,2011,25,25
sj,2011,26,39
sj,2011,27,31
sj,2011,28,48
sj,2011,29,53
sj,2011,30,54
sj,2011,31,45
sj,2011,32,50
sj,2011,33,41
sj,2011,34,57
sj,2011,35,46
sj,2011,36,55
sj,2011,37,56
sj,2011,38,52
sj,2011,39,43
sj,2011,40,54
sj,2011,41,60
sj,2011,42,34
sj,2011,43,47
sj,2011,44,56
sj,2011,45,44
sj,2011,46,43
