city,year,weekofyear,total_cases
sj,2008,18,14
sj,2008,19,8
sj,2008,20,33
sj,2008,21,27
sj,2008,22,368
sj,2008,23,14
sj,2008,24,9
sj,2008,25,37
sj,2008,26,12
sj,2008,27,23
sj,2008,28,8
sj,2008,29,17
sj,2008,30,14
sj,2008,31,8
sj,2008,32,8
sj,2008,33,8
sj,2008,34,11
sj,2008,35,24
sj,2008,36,131
sj,2008,37,10
sj,2008,38,65
sj,2008,39,9
sj,2008,40,69
sj,2008,41,19
sj,2008,42,8
sj,2008,43,8
sj,2008,44,114
sj,2008,45,12
sj,2008,46,214
sj,2008,47,9
sj,2008,48,27
sj,2008,49,21
sj,2008,50,11
sj,2008,51,17
sj,2008,52,11
sj,2009,1,11
sj,2009,2,12
sj,2009,3,25
sj,2009,4,12
sj,2009,5,28
sj,2009,6,8
sj,2009,7,20
sj,2009,8,12
sj,2009,9,8
sj,2009,10,10
sj,2009,11,10
sj,2009,12,18
sj,2009,13,9
sj,2009,14,37
sj,2009,15,11
sj,2009,16,18
sj,2009,17,9
sj,2009,18,9
sj,2009,19,8
sj,2009,20,14
sj,2009,21,14
sj,2009,22,13
sj,2009,23,12
sj,2009,24,12
sj,2009,25,24
sj,2009,26,10
sj,2009,27,12
sj,2009,28,27
sj,2009,29,12
sj,2009,30,12
sj,2009,31,11
sj,2009,32,11
sj,2009,33,33
sj,2009,34,55
sj,2009,35,64
sj,2009,36,290
sj,2009,37,12
sj,2009,38,234
sj,2009,39,8
sj,2009,40,25
sj,2009,41,11
sj,2009,42,18
sj,2009,43,8
sj,2009,44,56
sj,2009,45,8
sj,2009,46,9
sj,2009,47,23
sj,2009,48,14
sj,2009,49,28
sj,2009,50,16
sj,2009,51,16
sj,2009,52,46
sj,2010,53,12
sj,2010,1,12
sj,2010,2,18
sj,2010,3,70
sj,2010,4,9
sj,2010,5,20
sj,2010,6,15
sj,2010,7,52
sj,2010,8,45
sj,2010,9,13
sj,2010,10,49
sj,2010,11,36
sj,2010,12,42
sj,2010,13,9
sj,2010,14,8
sj,2010,15,12
sj,2010,16,21
sj,2010,17,19
sj,2010,18,9
sj,2010,19,14
sj,2010,20,20
sj,2010,21,12
sj,2010,22,20
sj,2010,23,17
sj,2010,24,16
sj,2010,25,13
sj,2010,26,20
sj,2010,27,13
sj,2010,28,14
sj,2010,29,13
sj,2010,30,15
sj,2010,31,12
sj,2010,32,21
sj,2010,33,38
sj,2010,34,105
sj,2010,35,12
sj,2010,36,8
sj,2010,37,24
sj,2010,38,15
sj,2010,39,27
sj,2010,40,9
sj,2010,41,8
sj,2010,42,8
sj,2010,43,25
sj,2010,44,19
sj,2010,45,20
sj,2010,46,8
sj,2010,47,8
sj,2010,48,19
sj,2010,49,8
sj,2010,50,12
sj,2010,51,8
sj,2011,52,24
sj,2011,1,18
sj,2011,2,30
sj,2011,3,14
sj,2011,4,18
sj,2011,5,28
sj,2011,6,24
sj,2011,7,49
sj,2011,8,18
sj,2011,9,21
sj,2011,10,29
sj,2011,11,14
sj,2011,12,15
sj,2011,13,22
sj,2011,14,20
sj,2011,15,36
sj,2011,16,14
sj,2011,17,8
sj,2011,18,16
sj,2011,19,15
sj,2011,20,23
sj,2011,21,56
sj,2011,22,14
sj,2011,23,35
sj,2011,24,225
sj,2011,25,23
sj,2011,26,19
sj,2011,27,22
sj,2011,28,26
sj,2011,29,13
sj,2011,30,30
sj,2011,31,104
sj,2011,32,22
sj,2011,33,15
sj,2011,34,13
sj,2011,35,60
sj,2011,36,35
sj,2011,37,11
sj,2011,38,17
sj,2011,39,22
sj,2011,40,12
sj,2011,41,22
sj,2011,42,18
sj,2011,43,20
sj,2011,44,21
sj,2011,45,48
sj,2011,46,45
sj,2011,47,19
sj,2011,48,9
sj,2011,49,12
sj,2011,50,27
sj,2011,51,10
sj,2012,52,13
sj,2012,1,22
sj,2012,2,26
sj,2012,3,17
sj,2012,4,19
sj,2012,5,10
sj,2012,6,17
sj,2012,7,40
sj,2012,8,15
sj,2012,9,12
sj,2012,10,21
sj,2012,11,12
sj,2012,12,19
sj,2012,13,73
sj,2012,14,9
sj,2012,15,19
sj,2012,16,8
sj,2012,17,8
sj,2012,18,14
sj,2012,19,16
sj,2012,20,15
sj,2012,21,14
sj,2012,22,8
sj,2012,23,8
sj,2012,24,8
sj,2012,25,178
sj,2012,26,11
sj,2012,27,8
sj,2012,28,52
sj,2012,29,9
sj,2012,30,13
sj,2012,31,10
sj,2012,32,18
sj,2012,33,21
sj,2012,34,40
sj,2012,35,28
sj,2012,36,9
sj,2012,37,16
sj,2012,38,8
sj,2012,39,10
sj,2012,40,8
sj,2012,41,54
sj,2012,42,17
sj,2012,43,13
sj,2012,44,13
sj,2012,45,141
sj,2012,46,49
sj,2012,47,30
sj,2012,48,12
sj,2012,49,12
sj,2012,50,56
sj,2012,51,8
sj,2013,1,8
sj,2013,2,16
sj,2013,3,11
sj,2013,4,11
sj,2013,5,19
sj,2013,6,21
sj,2013,7,26
sj,2013,8,8
sj,2013,9,10
sj,2013,10,46
sj,2013,11,12
sj,2013,12,10
sj,2013,13,30
sj,2013,14,8
sj,2013,15,32
sj,2013,16,26
sj,2013,17,14
iq,2010,26,3
iq,2010,27,5
iq,2010,28,5
iq,2010,29,0
iq,2010,30,5
iq,2010,31,0
iq,2010,32,0
iq,2010,33,0
iq,2010,34,0
iq,2010,35,9
iq,2010,36,0
iq,2010,37,2
iq,2010,38,7
iq,2010,39,7
iq,2010,40,0
iq,2010,41,4
iq,2010,42,4
iq,2010,43,6
iq,2010,44,4
iq,2010,45,4
iq,2010,46,0
